"county_name","state_name","population_size","percent_1to9","percent_10to14","percent_15to19","percent_20to34","percent_35to44","percent_45to64","percent_65plus","median_household_income","median_houshold_year_round_incomes","percent_25year_above_high_school","percent_25year_above_professional_diploma","percent_25year_above_bachelors_degree","percent_25year_above_bacholors_above","management_business_science_arts","service_occupations","sales_office_occupation","naturalresources_construction_maintenance","production_transportation_materialmoving","median_age","avg_house_hold_size"
"Yavapai County"," Arizona","231993","8.3","4.9","5.1","13.4","19.3","17.4","28.6","26699","83613","24.7","16.3","10.1","26.4","30.6","24.3","22.9","11.8","10.5","54.4","3"
"Jefferson County"," Arkansas","68114","12.6","5.5","6.6","19.6","24.8","13.7","14.7","30732","71032","43.3","12.2","5.9","18.1","31.4","19.6","15.2","9.9","23.9","40.1","3"
"White County"," Arkansas","78727","11.7","6.5","9.7","19.2","25.5","11.7","14","27398","79188","38.2","14.6","8.4","23","33.4","16.5","23.1","9.5","17.5","36.9","3"
"Butte County"," California","231256","11","5.7","7.3","22.9","21.8","12.7","16.6","28589","90725","22.6","17.3","8.9","26.2","33.7","22.5","22.4","7.9","13.6","37.5","3"
"El Dorado County"," California","190678","9.3","6.7","6","14.7","24.8","17.3","18.8","42127","126662","20.2","23.3","12.6","35.9","41.5","19","23.5","8.4","7.7","46.6","3"
"Imperial County"," California","181827","14.7","8.7","7.9","22.1","23.2","10.4","11.4","24295","84152","25.5","9.5","4.6","14.1","26.3","22.9","24.1","14.2","12.4","33.1","5"
"Kern County"," California","896764","15.2","9.1","7.4","23","24","10.5","9.7","28046","80377","26.8","10.4","5.8","16.2","26.2","19.9","18.6","21","14.3","32","4"
"Marin County"," California","259666","9.3","6.8","5.6","13","27.7","15.2","20","60489","186682","10.2","33.9","27.6","61.5","58","12.9","18.5","5.7","4.8","47.4","3"
"Merced County"," California","274765","15.6","8.8","8.6","22.1","23.7","10","10","28852","78623","27.2","9.3","5.4","14.6","24.7","18.8","15.2","20.2","21","31.4","4"
"San Luis Obispo County"," California","284010","9.1","5.3","7.9","22.4","21.4","13.7","18","31917","108131","19.8","21.8","12.9","34.7","38.3","19.7","20.1","13.3","8.6","39.6","3"
"San Mateo County"," California","769545","11.3","6","5.2","20.2","28.2","12.9","13.7","56288","156788","14.4","30.2","22.3","52.6","50.5","16.8","19","5.3","8.3","39.9","3"
"Broomfield County"," Colorado","69267","11.5","6.6","6.4","20.3","29.5","11.9","12.8","51239","127230","14.8","36.1","20.2","56.3","54.2","10.3","23.4","3","9","37.5","3"
"New London County"," Connecticut","266784","9.6","6.2","6","20.5","24.7","15","15.9","36591","109465","30.6","19.2","13.9","33.1","38.9","24.1","19","7","11.1","42.4","3"
"Brevard County"," Florida","596849","9.2","5.9","5.6","16.3","22.9","16.4","20.2","32124","90680","28.2","19.6","11.5","31.1","39.2","18.2","22.7","8.5","11.3","47.2","3"
"Flagler County"," Florida","112067","8.4","5.4","5.4","13.2","21","15","27.2","30391","85181","34.5","14.8","9.6","24.3","35.3","21.2","23.1","10.3","10","51.8","3"
"Lee County"," Florida","754610","9.3","5.2","5.2","15.7","22","14","25","31140","79945","30.9","18.4","10.9","29.3","32.4","19.6","24.7","12.8","10.5","48.8","3"
"Polk County"," Florida","708009","11.6","6.7","6.2","19","23.9","12.3","18.2","30517","74217","34.9","12.9","6.8","19.7","28.3","20.7","23.3","11.6","16.1","40.2","3"
"Champaign County"," Illinois","209983","10.2","5.7","11.2","29.1","20.2","11","10.8","27162","95086","21.6","21.7","22.7","44.4","46.5","16.9","19.5","5.1","11.9","30.3","3"
"Kankakee County"," Illinois","110024","12.1","6.7","7.8","20","23.7","13.1","14.2","31376","99290","35.5","12","7.8","19.7","31.3","19.2","19.8","9.3","20.5","37.5","3"
"Sangamon County"," Illinois","195348","11.5","6.6","6.4","17.9","25.5","14.3","15.4","36952","99777","27.7","20.8","12.9","33.7","42.6","18.5","24.1","5","9.9","40.7","3"
"Winnebago County"," Illinois","284081","12.5","6.8","6.5","18.4","24.5","13.8","15.2","31063","88329","33.2","13.1","8.3","21.4","28.7","17.9","21","7.8","24.6","39.5","3"
"Bartholomew County"," Indiana","82753","13.8","5.7","6.3","20.3","25.3","12.3","15","35125","99012","30.7","19.9","13.4","33.3","45.2","15.5","15.2","7","17.1","37.2","3"
"Hamilton County"," Indiana","330086","13.9","8.6","6.7","16.7","30.1","11.5","11","50470","132450","15.8","35.2","23.6","58.8","56.3","11.1","22.3","3.6","6.7","37.7","3"
"Polk County"," Iowa","487204","13.7","7.3","6.4","21.6","26.2","12","11.4","40189","101143","23.9","27","12","39","42","15.9","22.7","7","12.4","35.8","3"
"Wyandotte County"," Kansas","165324","16.2","7.7","6.4","20.5","25.1","11.8","11.4","30234","77017","30.8","11.9","5.7","17.6","25.3","20.8","18.9","11.5","23.6","34.3","3"
"Bullitt County"," Kentucky","81069","9.1","7.5","6.9","18.3","28.3","13.7","15","34786","88450","41.1","10.2","5.8","16.1","27.9","15.5","22.9","11.9","21.9","40.8","3"
"Jefferson County"," Kentucky","770517","12.5","6.1","6","20.9","24.8","13.5","14.1","33599","92662","25.7","20.4","14","34.4","38.5","16.6","21.4","6.2","17.4","38.6","3"
"Madison County"," Kentucky","92368","11","5.7","8","25.8","23.9","11.8","12.2","24513","81266","28.6","18.1","14.2","32.3","34.8","19.4","20.6","5.7","19.6","34.5","3"
"Bossier Parish"," Louisiana","127185","14.5","6.6","6","22","25","12.1","12.2","32080","88877","29.4","20.7","9.3","30","36.7","14.7","23.1","11.9","13.6","35.4","3"
"Iberia Parish"," Louisiana","70941","12.4","9.2","7.2","18.4","24.3","13.9","13.4","26065","80045","39","11.5","4.4","15.9","23","27.2","20.4","14.5","14.9","37.4","3"
"St. Tammany Parish"," Louisiana","258111","11.7","8","6.6","16.6","26.1","14.2","15.1","34737","100429","27.8","22.5","11.1","33.6","41.6","17.3","20.6","12","8.5","40.8","3"
"Allegany County"," Maryland","70975","9.4","5","7.4","20.3","24.3","13.6","18.3","25026","79192","43.1","11","7.3","18.3","31.7","22.9","19.1","10.9","15.4","42.3","3"
"Calvert County"," Maryland","92003","10.3","8.1","6.6","18.1","26.9","15.4","13","52173","141067","28.2","19","14.7","33.7","44","17.4","18","14.6","6","40.4","3"
"Harford County"," Maryland","253956","11.9","6.2","6.2","18.2","26.9","14","14.6","45049","118491","25.2","21.2","17","38.2","43.7","15.9","22.7","7.6","10.1","40.9","3"
"Bristol County"," Massachusetts","564022","10.6","6.3","6.4","19.2","26.5","14.2","14.5","38516","108838","32","17.7","9.6","27.2","35.5","19.8","22.7","8.9","13","40.9","3"
"Berrien County"," Michigan","154141","11.7","6.4","6.4","17","24.1","14.6","16.7","31371","88322","26.5","19.1","10.4","29.5","35.5","18.6","19.7","9.8","16.5","42.1","3"
"Calhoun County"," Michigan","134487","12.6","6.7","6.4","18.3","24.5","13.7","15.2","30382","77590","35","14.6","7.3","21.9","31.5","19.6","20.8","9","19.1","40.4","3"
"Isabella County"," Michigan","70562","8.8","4.9","11.7","30.5","20.4","10.8","11.4","16805","76088","34","15.4","13.1","28.5","30","27.7","17.8","8.8","15.7","29","3"
"Livingston County"," Michigan","191224","10.5","6.6","6.7","16.3","26.6","15.9","15.8","41651","112447","25.6","22.5","12.9","35.4","41.5","15.9","21.7","8.5","12.4","44","3"
"Marquette County"," Michigan","66516","11","4.8","6.8","22.9","21.7","13.7","17","26347","84280","34.1","22.3","9.6","32","34.2","22.8","22.4","11.2","9.3","39","3"
"Forrest County"," Mississippi","75036","11.6","6.3","9.4","25.3","22.7","10.8","12.3","20936","72537","21.6","18","13.9","31.9","31.3","21.5","25.2","7.2","14.8","33.1","4"
"Boone County"," Missouri","180005","11.7","5.7","8.9","29.8","21.2","10.5","10.5","27694","86687","19","26","22.4","48.4","48.5","17.3","19.1","6.6","8.4","30.4","3"
"Gallatin County"," Montana","111876","10.7","6.3","6.9","27.8","23.9","11.5","11.9","29563","88001","17.9","30.2","18.3","48.5","41.5","17.9","20","10.7","9.9","33.8","3"
"Bergen County"," New Jersey","936692","11.1","6.2","6.1","17.5","27.7","14.2","14.4","51705","135557","22.4","30.9","18.3","49.2","49.2","12.8","23.1","6.6","8.4","42","3"
"Monmouth County"," New Jersey","621354","10.2","6.9","6.5","16.7","26.4","15.7","15.2","50720","138327","22.4","29.7","17.9","47.6","46.6","15.3","23.3","7.1","7.6","43.6","3"
"Passaic County"," New Jersey","503310","13.2","6.7","6.8","20.2","25.9","12.7","12.7","38594","98988","34.2","19.9","9.7","29.6","32.9","16.6","22.4","7.2","20.9","37.4","3"
"Warren County"," New Jersey","105779","9.4","6","6.8","16.7","26.6","16.1","15.4","41277","118724","33","22","10.5","32.5","36.4","16.9","23.3","9.9","13.5","44.8","3"
"Sandoval County"," New Mexico","145179","11.1","7.7","6.3","18.1","25.2","13.9","16.3","31687","75787","25.6","20.4","8.5","28.9","35.5","18.2","26.2","13.5","6.7","40.9","3"
"Schenectady County"," New York","155350","11","6.7","6.8","19","25.5","13.7","14.6","35752","102549","27.5","17.3","15.6","32.9","39.6","20","21.3","7.3","11.8","39.8","4"
"Carteret County"," North Carolina","69524","8.8","5.7","5.6","14.5","23.7","16.6","22.8","28350","78540","25","18","10.5","28.5","34.1","23.6","25","10","7.3","48.9","3"
"Mecklenburg County"," North Carolina","1093901","13.3","6.4","6.4","23.5","28.1","11","10.1","37188","96612","16.6","30","15.5","45.5","43.1","15.7","22.6","7","11.6","35.2","3"
"Robeson County"," North Carolina","131831","13.8","6.8","7.6","19.4","24.2","12.9","13.3","28248","67870","30","9.2","4.5","13.7","25.8","17.5","16.4","16.2","24.2","36.9","3"
"Rockingham County"," North Carolina","90690","9.5","7","6.4","17.2","23.8","15.5","18","27862","76603","32.6","10","3.9","13.9","25.8","21.9","24.4","13.4","14.5","44.3","3"
"Allen County"," Ohio","102663","12.5","6","7.6","19","23.3","14.1","15.6","30549","83044","40.5","9.8","7.6","17.4","28.2","20.8","17.2","8.3","25.5","40","3"
"Erie County"," Ohio","74615","10.4","5.9","5.6","17.2","23.9","15.3","18","32358","86635","33.3","13.8","8.7","22.5","30.7","19.6","19.5","7.1","23.1","44.8","3"
"Geauga County"," Ohio","94031","11.1","7","7.4","14.3","24","15.4","18.6","41482","110486","23.5","24","15.4","39.4","40.8","14.5","21.8","10.1","12.9","44.9","3"
"Muskingum County"," Ohio","86183","11.6","7.1","6.3","18.1","25.2","14.1","16","31344","83700","42.5","10.2","6","16.2","29.3","18.2","19.3","11.2","22","40.9","3"
"Portage County"," Ohio","162927","10.3","4.5","8.5","23","23.4","13.8","15","30217","95645","36.2","16.5","12.6","29.1","35.3","18.5","20.8","9.1","16.4","39.1","3"
"Trumbull County"," Ohio","198627","10.5","6.3","5.7","17","23.8","15","18.5","30902","83391","43.6","11.7","7.6","19.3","32.5","19.9","20.4","9.1","18.1","44.6","3"
"Wagoner County"," Oklahoma","80110","12.6","7.6","6.6","17.9","26.1","13","15","36300","90814","32.7","15.9","6.6","22.5","34.4","16","24.7","9.6","15.4","39.3","3"
"Linn County"," Oregon","127335","12","6","5.9","19.6","24","13.2","16.9","32583","87490","28.1","14.4","7.3","21.7","33.8","16.1","23.8","11.9","14.4","39.8","3"
"Marion County"," Oregon","346868","12.9","7.5","7","20.5","24.5","12.3","13.6","30175","80732","26.4","15.5","7.6","23.2","30.7","20.1","20.2","14.6","14.4","36.8","3"
"Polk County"," Oregon","85234","10.6","7.7","7.3","21.6","23.2","11.7","16.1","30423","90354","23.2","19.1","11.2","30.3","37","23.2","17.1","11.5","11.3","37.4","3"
"Bucks County"," Pennsylvania","628195","10","6.5","6.2","16.8","26.1","15.9","16.5","45163","118836","28.7","24.7","17.1","41.8","43.8","14.5","22.6","8.1","11","44","3"
"Butler County"," Pennsylvania","187888","9.9","6.5","6.4","17.3","25.7","15.7","15.6","37525","108105","32.4","24","13.3","37.3","41.6","16","21","8.6","12.7","43.7","3"
"Centre County"," Pennsylvania","162805","7.9","4.4","10.2","31","21","11.4","12.3","26295","92743","28.9","23.5","23.2","46.7","48.4","19.2","18.1","5.4","8.8","31.6","3"
"Dauphin County"," Pennsylvania","277097","12.2","6.5","5.9","19.5","24.9","14","14.6","35447","94175","32.7","19.5","11.4","30.9","38.2","18.1","21.7","6.4","15.6","40","3"
"Erie County"," Pennsylvania","272061","11.3","6.2","7","19.7","23.6","14.2","15.4","28566","85986","38.1","17","10.8","27.8","34.7","21.8","21.1","7","15.3","40","3"
"Luzerne County"," Pennsylvania","317646","9.8","6.4","6.2","18.7","25","14","17.2","31189","85352","39.2","14.9","8.7","23.6","29.6","17.7","22.9","8.6","21.3","43.2","3"
"Monroe County"," Pennsylvania","169507","9.7","5.8","8.1","18.8","24.7","16.4","15.1","30968","87064","36","13","9","22","27.1","19.1","24.8","9.2","19.7","42.5","4"
"Northampton County"," Pennsylvania","304807","10.2","6","7.1","18.4","25","14.4","16.2","36131","99208","34.9","18.9","11.5","30.3","36.2","16.6","22","9.3","15.9","42.4","3"
"Washington County"," Pennsylvania","207346","10.8","5.3","6","17.2","24.8","15.6","18.2","35649","97455","38.8","18.9","10.7","29.5","35.3","19.6","21.3","9.9","13.9","44.3","3"
"Newport County"," Rhode Island","82542","7.7","5.5","6.3","19.5","23.3","15.2","20.4","47585","128775","18.5","26.9","23.9","50.8","49.2","17.1","20.1","8.4","5.3","45.7","3"
"Washington County"," Rhode Island","126179","8","4.8","9","18.9","22.5","16.2","18.2","38718","118915","22.7","26.5","20.8","47.4","42.6","20.1","22.5","7","7.8","45","3"
"Kershaw County"," South Carolina","65592","11.9","6.8","7.3","13.8","27.6","14.4","16.1","30049","82217","37.5","10.3","8.1","18.5","30.6","20","18.6","10.9","19.9","41.8","3"
"Laurens County"," South Carolina","66994","10.6","7.3","7.1","17.4","25.2","13.6","18.1","26566","72772","33.4","11.1","6.3","17.4","30.9","16.9","19.1","9.8","23.3","41.5","3"
"Oconee County"," South Carolina","78374","11","5.2","5.8","17.1","21.2","15.9","21.9","31691","85964","27.7","16.1","9.9","26","32.9","14.3","24.5","9.9","18.4","45.6","3"
"Orangeburg County"," South Carolina","86934","10.6","7.3","6.4","19.9","22.7","13.7","17.6","24359","71617","34.2","9.9","7.8","17.8","26.4","20.7","19.8","11.4","21.7","39.4","3"
"Anderson County"," Tennessee","76482","11.8","5.7","6.3","17.7","23.8","14.7","18.1","27129","80249","31.7","12","11.4","23.3","30.5","19","22.5","8.2","19.7","42.9","3"
"Bexar County"," Texas","1986049","13.8","7.6","7.2","23.3","25.4","10.6","10.9","30316","80066","25.9","17","10.1","27.1","34.7","20","23.7","10","11.6","33.8","4"
"Comal County"," Texas","148373","12.3","6.2","6.7","16.8","25.5","14.6","15.6","39588","104675","25.5","23.4","11.6","35","43","14.5","20.7","11.8","10","40.7","3"
"Guadalupe County"," Texas","163694","13.9","6.8","8.2","18.1","27.6","12.1","12.4","40243","96441","32.3","18.5","9.1","27.5","33.9","14.8","23.3","11.1","16.9","37","3"
"Hidalgo County"," Texas","865939","17.6","9.4","8.9","21.1","23.6","8.3","9.9","22749","66200","24","13.2","5.5","18.7","27.3","24.3","22.4","13.2","12.8","29.5","4"
"Midland County"," Texas","172578","16.3","8.1","6.5","23.6","24.5","10.4","9.2","41111","105980","23.7","19.9","8","27.8","33.9","14.7","22.9","15.2","13.2","31.7","4"
"Orange County"," Texas","83572","13.1","7.2","6.7","19.5","24","13.5","13.9","34374","96265","40.2","11.6","3.7","15.3","27.4","19.8","18.2","18","16.6","38.4","3"
"Wise County"," Texas","68305","12.6","7.6","8.1","16.6","26.1","14.1","13.1","34872","97525","33.4","18.6","4.7","23.3","26.7","18.7","20.6","14.3","19.8","37.9","3"
"Hanover County"," Virginia","107239","10.5","7.2","7","16.4","26.2","14.9","15.4","45887","120437","22.1","28.3","15.4","43.7","48.8","14.4","21.6","7.4","7.7","42.8","3"
"Loudoun County"," Virginia","406850","14.8","8.7","7","17.1","32.8","10.5","8.3","62949","174428","11.1","34.9","27","61.9","60.5","11.2","17.6","5.5","5.2","36.4","3"
"Clallam County"," Washington","76737","8.8","5.5","5.1","14","20.7","17.1","24.8","32409","93796","23.2","17.3","12.4","29.7","38.1","20","16","13.5","12.4","50.6","3"
"Kitsap County"," Washington","269805","11.7","5.4","5.1","22.3","23.9","13.9","16.5","36812","103100","21.3","22","11.7","33.7","39.8","18.9","20.8","9.1","11.4","39.2","3"
"Snohomish County"," Washington","814901","12.4","6.5","5.7","20.5","27.9","13.4","12.1","44586","116954","23.4","22.1","10.6","32.7","40.2","16.3","20.6","11.1","11.9","37.8","3"
"Jefferson County"," Wisconsin","85129","10.3","6.3","8.4","17.1","25.8","14.8","15.7","34931","93139","35.3","19.8","8.5","28.3","37.3","16.9","18.1","10.3","17.3","42.1","3"
"Milwaukee County"," Wisconsin","948201","13.3","6.9","6.6","23.1","24.4","12","11.6","32648","91034","28.7","19","11.7","30.7","36.1","19.4","21.1","5.5","17.8","35.1","3"
"Outagamie County"," Wisconsin","187365","13.8","5.8","6","20","26","13.6","13","37796","97172","30.9","20.8","9.7","30.5","37.8","14.8","19.3","9.3","18.9","38.2","3"
"Racine County"," Wisconsin","196584","12.1","6.9","6.3","18","25.6","14.6","14.6","33680","89701","30.6","16.6","9.1","25.7","30.6","19.5","19.3","8.3","22.3","39.6","3"
"Bayamón Municipio"," Puerto Rico","170480","8.3","5.5","6.1","20.4","24.4","13.3","18.5","17790","47299","8.6","35.5","40.7","18.6","32.2","20.7","28.4","8.8","9.9","43.5",NULL
"Ponce Municipio"," Puerto Rico","133191","10.2","5.4","6.4","19.7","23","13.2","19.6","15690","41753","8.6","35.5","40.7","18.6","35.5","20.3","23","10","11.2","42.5",NULL
"Toa Alta Municipio"," Puerto Rico","71094","9.4","6.2","7.1","21","28.6","13.1","11.9","20734","45728","8.6","35.5","8.6","18.6","31.2","16.4","30","10.2","12.1","40.1",NULL
"Toa Baja Municipio"," Puerto Rico","74623","8.8","6.1","6.7","19.7","25.9","13.1","17.4","18565","47789","8.6","35.5","8.6","18.6","27","19.9","31.9","7.8","13.4","42",NULL
